,N,M,n,m,T,Salary
6876,5,2000,2,400,1,4028.0371587226955
6877,5,2000,2,500,1,4023.8757530845837
6878,5,2000,2,600,1,4020.988270989334
6879,5,2000,2,700,1,4019.203482173807
6880,5,2000,2,800,1,4018.3762516032016
6881,5,2000,2,900,1,4018.382916639782
6882,5,2000,2,1000,1,4019.117600477978
6883,5,2000,2,1500,1,4030.9205768077836
6884,5,2000,2,2000,1,4051.3504295667944
6885,5,2000,2,2500,1,4076.3304567809287
6886,5,2000,2,3000,1,4103.628784169905
6887,5,2000,3,100,1,4045.7157623606404
6888,5,2000,3,200,1,4036.346329417466
6889,5,2000,3,300,1,4028.988159496734
6890,5,2000,3,400,1,4023.3496587226955
6891,5,2000,3,500,1,4019.1882530845837
6892,5,2000,3,600,1,4016.300770989334
6893,5,2000,3,700,1,4014.515982173807
6894,5,2000,3,800,1,4013.6887516032016
6895,5,2000,3,900,1,4013.695416639782
6896,5,2000,3,1000,1,4014.430100477978
6897,5,2000,3,1500,1,4026.2330768077836
6898,5,2000,3,2000,1,4046.6629295667944
6899,5,2000,3,2500,1,4071.6429567809287
6900,5,2000,3,3000,1,4098.941284169905
6901,5,2000,4,100,1,4067.069929027307
6902,5,2000,4,200,1,4057.7004960841327
6903,5,2000,4,300,1,4050.3423261634007
6904,5,2000,4,400,1,4044.703825389362
6905,5,2000,4,500,1,4040.5424197512502
6906,5,2000,4,600,1,4037.6549376560006
6907,5,2000,4,700,1,4035.8701488404736
6908,5,2000,4,800,1,4035.042918269868
6909,5,2000,4,900,1,4035.0495833064483
6910,5,2000,4,1000,1,4035.7842671446447
6911,5,2000,4,1500,1,4047.58724347445
6912,5,2000,4,2000,1,4068.017096233461
6913,5,2000,4,2500,1,4092.997123447595
6914,5,2000,4,3000,1,4120.295450836571
6915,5,2000,5,100,1,4106.65326236064
6916,5,2000,5,200,1,4097.283829417466
6917,5,2000,5,300,1,4089.925659496734
6918,5,2000,5,400,1,4084.2871587226955
6919,5,2000,5,500,1,4080.1257530845837
6920,5,2000,5,600,1,4077.238270989334
6921,5,2000,5,700,1,4075.453482173807
6922,5,2000,5,800,1,4074.6262516032016
6923,5,2000,5,900,1,4074.632916639782
6924,5,2000,5,1000,1,4075.367600477978
6925,5,2000,5,1500,1,4087.1705768077836
6926,5,2000,5,2000,1,4107.600429566794
6927,5,2000,5,2500,1,4132.580456780928
6928,5,2000,5,3000,1,4159.878784169905
6929,5,2500,0,0,1,4260.432114379585
6930,5,2500,1,100,1,4147.001189418721
6931,5,2500,1,200,1,4141.275445050907
6932,5,2500,1,300,1,4136.820227843002
6933,5,2500,1,400,1,4133.4779249682815
6934,5,2500,1,500,1,4131.113339826932
6935,5,2500,1,600,1,4129.609973687741
6936,5,2500,1,700,1,4128.867013942226
6937,5,2500,1,800,1,4128.79687805899
6938,5,2500,1,900,1,4129.323197963177
6939,5,2500,1,1000,1,4130.379156020986
6940,5,2500,1,1500,1,4141.777123208934
6941,5,2500,1,2000,1,4159.995217229653
6942,5,2500,1,2500,1,4182.075580990893
6943,5,2500,1,3000,1,4206.289561835182
6944,5,2500,2,100,1,4103.251189418721
6945,5,2500,2,200,1,4097.525445050907
6946,5,2500,2,300,1,4093.070227843002
6947,5,2500,2,400,1,4089.727924968282
6948,5,2500,2,500,1,4087.3633398269317
6949,5,2500,2,600,1,4085.8599736877413
6950,5,2500,2,700,1,4085.1170139422256
6951,5,2500,2,800,1,4085.04687805899
6952,5,2500,2,900,1,4085.5731979631773
6953,5,2500,2,1000,1,4086.6291560209856
6954,5,2500,2,1500,1,4098.027123208934
6955,5,2500,2,2000,1,4116.245217229653
6956,5,2500,2,2500,1,4138.325580990893
6957,5,2500,2,3000,1,4162.539561835182
6958,5,2500,3,100,1,4098.563689418721
6959,5,2500,3,200,1,4092.837945050907
6960,5,2500,3,300,1,4088.382727843002
6961,5,2500,3,400,1,4085.040424968282
6962,5,2500,3,500,1,4082.6758398269317
6963,5,2500,3,600,1,4081.1724736877413
6964,5,2500,3,700,1,4080.4295139422256
6965,5,2500,3,800,1,4080.35937805899
6966,5,2500,3,900,1,4080.8856979631773
6967,5,2500,3,1000,1,4081.9416560209856
6968,5,2500,3,1500,1,4093.3396232089344
6969,5,2500,3,2000,1,4111.557717229653
6970,5,2500,3,2500,1,4133.638080990893
6971,5,2500,3,3000,1,4157.852061835182
6972,5,2500,4,100,1,4119.917856085388
6973,5,2500,4,200,1,4114.192111717573
6974,5,2500,4,300,1,4109.736894509669
6975,5,2500,4,400,1,4106.3945916349485
6976,5,2500,4,500,1,4104.030006493598
6977,5,2500,4,600,1,4102.526640354408
6978,5,2500,4,700,1,4101.783680608893
6979,5,2500,4,800,1,4101.713544725657
6980,5,2500,4,900,1,4102.239864629844
6981,5,2500,4,1000,1,4103.295822687653
6982,5,2500,4,1500,1,4114.6937898756005
6983,5,2500,4,2000,1,4132.911883896319
6984,5,2500,4,2500,1,4154.992247657559
6985,5,2500,4,3000,1,4179.206228501849
6986,5,2500,5,100,1,4159.501189418721
6987,5,2500,5,200,1,4153.775445050907
6988,5,2500,5,300,1,4149.320227843002
6989,5,2500,5,400,1,4145.9779249682815
6990,5,2500,5,500,1,4143.613339826932
6991,5,2500,5,600,1,4142.109973687741
6992,5,2500,5,700,1,4141.367013942226
6993,5,2500,5,800,1,4141.29687805899
6994,5,2500,5,900,1,4141.823197963177
6995,5,2500,5,1000,1,4142.879156020986
6996,5,2500,5,1500,1,4154.277123208934
6997,5,2500,5,2000,1,4172.495217229653
6998,5,2500,5,2500,1,4194.575580990893
6999,5,2500,5,3000,1,4218.789561835182
7000,5,3000,0,0,1,4305.609079175885
7001,5,3000,1,100,1,4194.980698260353
7002,5,3000,1,200,1,4191.564795404311
7003,5,3000,1,300,1,4189.004366998238
7004,5,3000,1,400,1,4187.205973591683
7005,5,3000,1,500,1,4186.087735234188
7006,5,3000,1,600,1,4185.577666656639
7007,5,3000,1,700,1,4185.612287416097
7008,5,3000,1,800,1,4186.135455853677
7009,5,3000,1,900,1,4187.097386264955
7010,5,3000,1,1000,1,4188.453816851074
7011,5,3000,1,1500,1,4199.909977678376
7012,5,3000,1,2000,1,4216.772377811881
7013,5,3000,1,2500,1,4236.860081531724
7014,5,3000,1,3000,1,4258.831846525376
7015,5,3000,2,100,1,4151.230698260353
7016,5,3000,2,200,1,4147.814795404311
7017,5,3000,2,300,1,4145.254366998238
7018,5,3000,2,400,1,4143.455973591683
7019,5,3000,2,500,1,4142.337735234188
7020,5,3000,2,600,1,4141.827666656639
7021,5,3000,2,700,1,4141.862287416097
7022,5,3000,2,800,1,4142.385455853677
7023,5,3000,2,900,1,4143.347386264955
7024,5,3000,2,1000,1,4144.703816851074
7025,5,3000,2,1500,1,4156.159977678376
7026,5,3000,2,2000,1,4173.022377811881
7027,5,3000,2,2500,1,4193.110081531724
7028,5,3000,2,3000,1,4215.081846525376
7029,5,3000,3,100,1,4146.543198260353
7030,5,3000,3,200,1,4143.127295404311
7031,5,3000,3,300,1,4140.566866998238
7032,5,3000,3,400,1,4138.768473591683
7033,5,3000,3,500,1,4137.650235234188
7034,5,3000,3,600,1,4137.140166656639
7035,5,3000,3,700,1,4137.174787416097
7036,5,3000,3,800,1,4137.697955853677
7037,5,3000,3,900,1,4138.659886264955
7038,5,3000,3,1000,1,4140.016316851074
7039,5,3000,3,1500,1,4151.472477678376
7040,5,3000,3,2000,1,4168.334877811881
7041,5,3000,3,2500,1,4188.422581531724
7042,5,3000,3,3000,1,4210.394346525376
7043,5,3000,4,100,1,4167.897364927019
7044,5,3000,4,200,1,4164.481462070978
7045,5,3000,4,300,1,4161.921033664905
7046,5,3000,4,400,1,4160.122640258349
7047,5,3000,4,500,1,4159.004401900855
7048,5,3000,4,600,1,4158.494333323306
7049,5,3000,4,700,1,4158.528954082763
7050,5,3000,4,800,1,4159.052122520343
7051,5,3000,4,900,1,4160.014052931622
7052,5,3000,4,1000,1,4161.370483517741
7053,5,3000,4,1500,1,4172.826644345043
7054,5,3000,4,2000,1,4189.689044478548
7055,5,3000,4,2500,1,4209.77674819839
7056,5,3000,4,3000,1,4231.748513192042
7057,5,3000,5,100,1,4207.480698260353
7058,5,3000,5,200,1,4204.064795404311
7059,5,3000,5,300,1,4201.504366998238
7060,5,3000,5,400,1,4199.705973591683
7061,5,3000,5,500,1,4198.587735234188
7062,5,3000,5,600,1,4198.077666656639
7063,5,3000,5,700,1,4198.112287416097
7064,5,3000,5,800,1,4198.635455853677
7065,5,3000,5,900,1,4199.597386264955
7066,5,3000,5,1000,1,4200.953816851074
7067,5,3000,5,1500,1,4212.409977678376
7068,5,3000,5,2000,1,4229.272377811881
7069,5,3000,5,2500,1,4249.360081531724
7070,5,3000,5,3000,1,4271.331846525376
7071,6,100,0,0,1,4140.468377811196
7072,6,100,1,100,1,3720.779161073972
7073,6,100,1,200,1,3637.5588780687626
7074,6,100,1,300,1,3609.410826334816
7075,6,100,1,400,1,3602.63591348794
7076,6,100,1,500,1,3606.05813579299
7077,6,100,1,600,1,3614.9297481612084
7078,6,100,1,700,1,3626.908611307616
7079,6,100,1,800,1,3640.7180531109775
7080,6,100,1,900,1,3655.611351716808
7081,6,100,1,1000,1,3671.1287149561495
7082,6,100,1,1500,1,3750.628359223612
7083,6,100,1,2000,1,3826.304619384119
7084,6,100,1,2500,1,3895.88918095766
7085,6,100,1,3000,1,3959.5804957392043
7086,6,100,2,100,1,3664.529161073972
7087,6,100,2,200,1,3581.3088780687626
7088,6,100,2,300,1,3553.160826334816
7089,6,100,2,400,1,3546.38591348794
7090,6,100,2,500,1,3549.80813579299
7091,6,100,2,600,1,3558.6797481612084
7092,6,100,2,700,1,3570.658611307616
7093,6,100,2,800,1,3584.4680531109775
7094,6,100,2,900,1,3599.361351716808
7095,6,100,2,1000,1,3614.8787149561495
7096,6,100,2,1500,1,3694.378359223612
7097,6,100,2,2000,1,3770.054619384119
7098,6,100,2,2500,1,3839.63918095766
7099,6,100,2,3000,1,3903.3304957392043
7100,6,100,3,100,1,3645.779161073972
7101,6,100,3,200,1,3562.5588780687626
7102,6,100,3,300,1,3534.410826334816
7103,6,100,3,400,1,3527.63591348794
7104,6,100,3,500,1,3531.05813579299
7105,6,100,3,600,1,3539.9297481612084
7106,6,100,3,700,1,3551.908611307616
7107,6,100,3,800,1,3565.7180531109775
7108,6,100,3,900,1,3580.611351716808
7109,6,100,3,1000,1,3596.1287149561495
7110,6,100,3,1500,1,3675.628359223612
7111,6,100,3,2000,1,3751.304619384119
7112,6,100,3,2500,1,3820.88918095766
7113,6,100,3,3000,1,3884.5804957392043
7114,6,100,4,100,1,3653.279161073972
7115,6,100,4,200,1,3570.0588780687626
7116,6,100,4,300,1,3541.910826334816
7117,6,100,4,400,1,3535.13591348794
7118,6,100,4,500,1,3538.55813579299
7119,6,100,4,600,1,3547.4297481612084
7120,6,100,4,700,1,3559.408611307616
7121,6,100,4,800,1,3573.2180531109775
7122,6,100,4,900,1,3588.111351716808
7123,6,100,4,1000,1,3603.6287149561495
7124,6,100,4,1500,1,3683.128359223612
7125,6,100,4,2000,1,3758.804619384119
7126,6,100,4,2500,1,3828.38918095766
7127,6,100,4,3000,1,3892.0804957392043
7128,6,200,0,0,1,4154.061037911168
7129,6,200,1,100,1,3846.226826229708
7130,6,200,1,200,1,3762.2669733895978
7131,6,200,1,300,1,3722.1828512576794
7132,6,200,1,400,1,3703.533832318147
7133,6,200,1,500,1,3696.7458438657327
7134,6,200,1,600,1,3697.06460144748
7135,6,200,1,700,1,3701.8741271768768
7136,6,200,1,800,1,3709.624715799345
7137,6,200,1,900,1,3719.346057443083
7138,6,200,1,1000,1,3730.4041060506993
7139,6,200,1,1500,1,3794.5115016791137
7140,6,200,1,2000,1,3861.1278302360006
7141,6,200,1,2500,1,3924.744415816248
7142,6,200,1,3000,1,3984.207219216632
7143,6,200,2,100,1,3789.976826229708
7144,6,200,2,200,1,3706.0169733895978
7145,6,200,2,300,1,3665.9328512576794
7146,6,200,2,400,1,3647.283832318147
7147,6,200,2,500,1,3640.4958438657327
7148,6,200,2,600,1,3640.81460144748
7149,6,200,2,700,1,3645.6241271768768
7150,6,200,2,800,1,3653.374715799345
7151,6,200,2,900,1,3663.096057443083
7152,6,200,2,1000,1,3674.1541060506993
7153,6,200,2,1500,1,3738.2615016791137
7154,6,200,2,2000,1,3804.8778302360006
7155,6,200,2,2500,1,3868.494415816248
7156,6,200,2,3000,1,3927.957219216632
7157,6,200,3,100,1,3771.226826229708
7158,6,200,3,200,1,3687.2669733895978
7159,6,200,3,300,1,3647.1828512576794
7160,6,200,3,400,1,3628.533832318147
7161,6,200,3,500,1,3621.7458438657327
7162,6,200,3,600,1,3622.06460144748
7163,6,200,3,700,1,3626.8741271768768
7164,6,200,3,800,1,3634.624715799345
7165,6,200,3,900,1,3644.346057443083
7166,6,200,3,1000,1,3655.4041060506993
7167,6,200,3,1500,1,3719.5115016791137
7168,6,200,3,2000,1,3786.1278302360006
7169,6,200,3,2500,1,3849.744415816248
7170,6,200,3,3000,1,3909.207219216632
7171,6,200,4,100,1,3778.726826229708
7172,6,200,4,200,1,3694.7669733895978
7173,6,200,4,300,1,3654.6828512576794
7174,6,200,4,400,1,3636.033832318147
7175,6,200,4,500,1,3629.2458438657327
7176,6,200,4,600,1,3629.56460144748
7177,6,200,4,700,1,3634.3741271768768
7178,6,200,4,800,1,3642.124715799345
7179,6,200,4,900,1,3651.846057443083
7180,6,200,4,1000,1,3662.9041060506993
7181,6,200,4,1500,1,3727.0115016791137
7182,6,200,4,2000,1,3793.6278302360006
7183,6,200,4,2500,1,3857.244415816248
7184,6,200,4,3000,1,3916.707219216632
7185,6,300,0,0,1,4167.394774390654
7186,6,300,1,100,1,3915.1231204443784
7187,6,300,1,200,1,3841.729789027419
7188,6,300,1,300,1,3801.009528843303
7189,6,300,1,400,1,3778.5619395702565
7190,6,300,1,500,1,3767.2205915873437
7191,6,300,1,600,1,3763.030201242776
7192,6,300,1,700,1,3763.6380798818814
7193,6,300,1,800,1,3767.5633999300167
7194,6,300,1,900,1,3773.8321458892024
7195,6,300,1,1000,1,3781.7807904004267
7196,6,300,1,1500,1,3834.2665492345914
7197,6,300,1,2000,1,3893.436148965993
7198,6,300,1,2500,1,3951.91673238788
7199,6,300,1,3000,1,4007.6339267262983
7200,6,300,2,100,1,3858.8731204443784
7201,6,300,2,200,1,3785.479789027419
7202,6,300,2,300,1,3744.759528843303
7203,6,300,2,400,1,3722.3119395702565
7204,6,300,2,500,1,3710.9705915873437
7205,6,300,2,600,1,3706.780201242776
7206,6,300,2,700,1,3707.3880798818814
7207,6,300,2,800,1,3711.3133999300167
7208,6,300,2,900,1,3717.5821458892024
7209,6,300,2,1000,1,3725.5307904004267
7210,6,300,2,1500,1,3778.0165492345914
7211,6,300,2,2000,1,3837.186148965993
7212,6,300,2,2500,1,3895.66673238788
7213,6,300,2,3000,1,3951.3839267262983
7214,6,300,3,100,1,3840.1231204443784
7215,6,300,3,200,1,3766.729789027419
7216,6,300,3,300,1,3726.009528843303
7217,6,300,3,400,1,3703.5619395702565
7218,6,300,3,500,1,3692.2205915873437
7219,6,300,3,600,1,3688.030201242776
7220,6,300,3,700,1,3688.6380798818814
7221,6,300,3,800,1,3692.5633999300167
7222,6,300,3,900,1,3698.8321458892024
7223,6,300,3,1000,1,3706.7807904004267
7224,6,300,3,1500,1,3759.2665492345914
7225,6,300,3,2000,1,3818.436148965993
7226,6,300,3,2500,1,3876.91673238788
7227,6,300,3,3000,1,3932.6339267262983
7228,6,300,4,100,1,3847.6231204443784
7229,6,300,4,200,1,3774.229789027419
7230,6,300,4,300,1,3733.509528843303
7231,6,300,4,400,1,3711.0619395702565
7232,6,300,4,500,1,3699.7205915873437
7233,6,300,4,600,1,3695.530201242776
7234,6,300,4,700,1,3696.1380798818814
7235,6,300,4,800,1,3700.0633999300167
7236,6,300,4,900,1,3706.3321458892024
7237,6,300,4,1000,1,3714.2807904004267
7238,6,300,4,1500,1,3766.7665492345914
7239,6,300,4,2000,1,3825.936148965993
7240,6,300,4,2500,1,3884.41673238788
7241,6,300,4,3000,1,3940.1339267262983
7242,6,400,0,0,1,4180.47926749916
7243,6,400,1,100,1,3961.2767267971585
7244,6,400,1,200,1,3898.4852253684594
7245,6,400,1,300,1,3860.378035274781
7246,6,400,1,400,1,3837.376581727207
7247,6,400,1,500,1,3824.1862753086752
7248,6,400,1,600,1,3817.651443964418
7249,6,400,1,700,1,3815.78074241695
7250,6,400,1,800,1,3817.260185727706
7251,6,400,1,900,1,3821.1911856982083
7252,6,400,1,1000,1,3826.9410484691075
7253,6,400,1,1500,1,3870.5411234505846
7254,6,400,1,2000,1,3923.541793025131
7255,6,400,1,2500,1,3977.5788899885783
7256,6,400,1,3000,1,4029.9655403234538
7257,6,400,2,100,1,3905.0267267971585
7258,6,400,2,200,1,3842.2352253684594
7259,6,400,2,300,1,3804.128035274781
7260,6,400,2,400,1,3781.126581727207
7261,6,400,2,500,1,3767.9362753086752
7262,6,400,2,600,1,3761.401443964418
7263,6,400,2,700,1,3759.53074241695
7264,6,400,2,800,1,3761.010185727706
7265,6,400,2,900,1,3764.9411856982083
7266,6,400,2,1000,1,3770.6910484691075
7267,6,400,2,1500,1,3814.2911234505846
7268,6,400,2,2000,1,3867.291793025131
7269,6,400,2,2500,1,3921.3288899885783
7270,6,400,2,3000,1,3973.7155403234538
7271,6,400,3,100,1,3886.2767267971585
7272,6,400,3,200,1,3823.4852253684594
7273,6,400,3,300,1,3785.378035274781
7274,6,400,3,400,1,3762.376581727207
7275,6,400,3,500,1,3749.1862753086752
7276,6,400,3,600,1,3742.651443964418
7277,6,400,3,700,1,3740.78074241695
7278,6,400,3,800,1,3742.260185727706
7279,6,400,3,900,1,3746.1911856982083
7280,6,400,3,1000,1,3751.9410484691075
7281,6,400,3,1500,1,3795.5411234505846
7282,6,400,3,2000,1,3848.541793025131
7283,6,400,3,2500,1,3902.5788899885783
7284,6,400,3,3000,1,3954.9655403234538
7285,6,400,4,100,1,3893.7767267971585
7286,6,400,4,200,1,3830.9852253684594
7287,6,400,4,300,1,3792.878035274781
7288,6,400,4,400,1,3769.876581727207
7289,6,400,4,500,1,3756.6862753086752
7290,6,400,4,600,1,3750.151443964418
7291,6,400,4,700,1,3748.28074241695
7292,6,400,4,800,1,3749.760185727706
7293,6,400,4,900,1,3753.6911856982083
7294,6,400,4,1000,1,3759.4410484691075
7295,6,400,4,1500,1,3803.0411234505846
7296,6,400,4,2000,1,3856.041793025131
7297,6,400,4,2500,1,3910.0788899885783
7298,6,400,4,3000,1,3962.4655403234538
7299,6,500,0,0,1,4193.323664566898
7300,6,500,1,100,1,3995.9609218936157
7301,6,500,1,200,1,3942.194130979305
7302,6,500,1,300,1,3907.532571867071
7303,6,500,1,400,1,3885.342349374575
7304,6,500,1,500,1,3871.664808046955
7305,6,500,1,600,1,3863.998084903884
7306,6,500,1,700,1,3860.688225566209
7307,6,500,1,800,1,3860.6015809959895
7308,6,500,1,900,1,3862.9378029477907
7309,6,500,1,1000,1,3867.1177942916975
7310,6,500,1,1500,1,3903.8527771306262
7311,6,500,1,2000,1,3951.7066691995797
7312,6,500,1,2500,1,4001.8803824311185
7313,6,500,1,3000,1,4051.2948391681784
7314,6,500,2,100,1,3939.7109218936157
7315,6,500,2,200,1,3885.944130979305
7316,6,500,2,300,1,3851.282571867071
7317,6,500,2,400,1,3829.092349374575
7318,6,500,2,500,1,3815.414808046955
7319,6,500,2,600,1,3807.748084903884
7320,6,500,2,700,1,3804.438225566209
7321,6,500,2,800,1,3804.3515809959895
7322,6,500,2,900,1,3806.6878029477907
7323,6,500,2,1000,1,3810.8677942916975
7324,6,500,2,1500,1,3847.6027771306262
7325,6,500,2,2000,1,3895.4566691995797
7326,6,500,2,2500,1,3945.6303824311185
7327,6,500,2,3000,1,3995.0448391681784
7328,6,500,3,100,1,3920.9609218936157
7329,6,500,3,200,1,3867.194130979305
7330,6,500,3,300,1,3832.532571867071
7331,6,500,3,400,1,3810.342349374575
7332,6,500,3,500,1,3796.664808046955
7333,6,500,3,600,1,3788.998084903884
7334,6,500,3,700,1,3785.688225566209
7335,6,500,3,800,1,3785.6015809959895
7336,6,500,3,900,1,3787.9378029477907
7337,6,500,3,1000,1,3792.1177942916975
7338,6,500,3,1500,1,3828.8527771306262
7339,6,500,3,2000,1,3876.7066691995797
7340,6,500,3,2500,1,3926.8803824311185
7341,6,500,3,3000,1,3976.2948391681784
7342,6,500,4,100,1,3928.4609218936157
7343,6,500,4,200,1,3874.694130979305
7344,6,500,4,300,1,3840.032571867071
7345,6,500,4,400,1,3817.842349374575
7346,6,500,4,500,1,3804.164808046955
7347,6,500,4,600,1,3796.498084903884
7348,6,500,4,700,1,3793.188225566209
7349,6,500,4,800,1,3793.1015809959895
7350,6,500,4,900,1,3795.4378029477907
7351,6,500,4,1000,1,3799.6177942916975
7352,6,500,4,1500,1,3836.3527771306262
7353,6,500,4,2000,1,3884.2066691995797
7354,6,500,4,2500,1,3934.3803824311185
7355,6,500,4,3000,1,3983.7948391681784
7356,6,600,0,0,1,4205.936618418773
7357,6,600,1,100,1,4024.0102266838294
7358,6,600,1,200,1,3977.6885620069343
7359,6,600,1,300,1,3946.4984234404737
7360,6,600,1,400,1,3925.6781721294915
7361,6,600,1,500,1,3912.2154273908177
7362,6,600,1,600,1,3904.1162654047125
7363,6,600,1,700,1,3900.011976293771
7364,6,600,1,800,1,3898.9345574264735
7365,6,600,1,900,1,3900.182167245639
7366,6,600,1,1000,1,3903.235157589963
7367,6,600,1,1500,1,3934.6200517463612
7368,6,600,1,2000,1,3978.1520993870477
7369,6,600,1,2500,1,4024.951220311816
7370,6,600,1,3000,1,4071.7041641567016
7371,6,600,2,100,1,3967.7602266838294
7372,6,600,2,200,1,3921.4385620069343
7373,6,600,2,300,1,3890.2484234404737
7374,6,600,2,400,1,3869.4281721294915
7375,6,600,2,500,1,3855.9654273908177
7376,6,600,2,600,1,3847.8662654047125
7377,6,600,2,700,1,3843.761976293771
7378,6,600,2,800,1,3842.6845574264735
7379,6,600,2,900,1,3843.932167245639
7380,6,600,2,1000,1,3846.985157589963
7381,6,600,2,1500,1,3878.3700517463612
7382,6,600,2,2000,1,3921.9020993870477
7383,6,600,2,2500,1,3968.701220311816
7384,6,600,2,3000,1,4015.4541641567016
7385,6,600,3,100,1,3949.0102266838294
7386,6,600,3,200,1,3902.6885620069343
7387,6,600,3,300,1,3871.4984234404737
7388,6,600,3,400,1,3850.6781721294915
7389,6,600,3,500,1,3837.2154273908177
7390,6,600,3,600,1,3829.1162654047125
7391,6,600,3,700,1,3825.011976293771
7392,6,600,3,800,1,3823.9345574264735
7393,6,600,3,900,1,3825.182167245639
7394,6,600,3,1000,1,3828.235157589963
7395,6,600,3,1500,1,3859.6200517463612
7396,6,600,3,2000,1,3903.1520993870477
7397,6,600,3,2500,1,3949.951220311816
7398,6,600,3,3000,1,3996.7041641567016
7399,6,600,4,100,1,3956.5102266838294
7400,6,600,4,200,1,3910.1885620069343
7401,6,600,4,300,1,3878.9984234404737
7402,6,600,4,400,1,3858.1781721294915
7403,6,600,4,500,1,3844.7154273908177
7404,6,600,4,600,1,3836.6162654047125
7405,6,600,4,700,1,3832.511976293771
7406,6,600,4,800,1,3831.4345574264735
7407,6,600,4,900,1,3832.682167245639
7408,6,600,4,1000,1,3835.735157589963
7409,6,600,4,1500,1,3867.1200517463612
7410,6,600,4,2000,1,3910.6520993870477
7411,6,600,4,2500,1,3957.451220311816
7412,6,600,4,3000,1,4004.2041641567016
7413,6,700,0,0,1,4218.326322388353
7414,6,700,1,100,1,4047.8445521467984
7415,6,700,1,200,1,4007.6544975063734
7416,6,700,1,300,1,3979.691536212028
7417,6,700,1,400,1,3960.432769877751
7418,6,700,1,500,1,3947.5443052432156
7419,6,700,1,600,1,3939.4223715915523
7420,6,700,1,700,1,3934.9313119051567
7421,6,700,1,800,1,3933.246540199581
7422,6,700,1,900,1,3933.756517263233
7423,6,700,1,1000,1,3935.999423945357
7424,6,700,1,1500,1,3963.185052230852
7425,6,700,1,2000,1,4003.0663786933483
7426,6,700,1,2500,1,4046.9050006787174
7427,6,700,1,3000,1,4091.266844192607
7428,6,700,2,100,1,3991.5945521467984
7429,6,700,2,200,1,3951.4044975063734
7430,6,700,2,300,1,3923.441536212028
7431,6,700,2,400,1,3904.182769877751
7432,6,700,2,500,1,3891.2943052432156
7433,6,700,2,600,1,3883.1723715915523
7434,6,700,2,700,1,3878.6813119051567
7435,6,700,2,800,1,3876.996540199581
7436,6,700,2,900,1,3877.506517263233
7437,6,700,2,1000,1,3879.749423945357
7438,6,700,2,1500,1,3906.935052230852
7439,6,700,2,2000,1,3946.8163786933483
7440,6,700,2,2500,1,3990.6550006787174
7441,6,700,2,3000,1,4035.016844192607
7442,6,700,3,100,1,3972.8445521467984
7443,6,700,3,200,1,3932.6544975063734
7444,6,700,3,300,1,3904.691536212028
7445,6,700,3,400,1,3885.432769877751
7446,6,700,3,500,1,3872.5443052432156
7447,6,700,3,600,1,3864.4223715915523
7448,6,700,3,700,1,3859.9313119051567
7449,6,700,3,800,1,3858.246540199581
7450,6,700,3,900,1,3858.756517263233
7451,6,700,3,1000,1,3860.999423945357
7452,6,700,3,1500,1,3888.185052230852
7453,6,700,3,2000,1,3928.0663786933483
7454,6,700,3,2500,1,3971.9050006787174
7455,6,700,3,3000,1,4016.266844192607
7456,6,700,4,100,1,3980.3445521467984
7457,6,700,4,200,1,3940.1544975063734
7458,6,700,4,300,1,3912.191536212028
7459,6,700,4,400,1,3892.932769877751
7460,6,700,4,500,1,3880.0443052432156
7461,6,700,4,600,1,3871.9223715915523
7462,6,700,4,700,1,3867.4313119051567
7463,6,700,4,800,1,3865.746540199581
7464,6,700,4,900,1,3866.256517263233
7465,6,700,4,1000,1,3868.499423945357
7466,6,700,4,1500,1,3895.685052230852
7467,6,700,4,2000,1,3935.5663786933483
7468,6,700,4,2500,1,3979.4050006787174
7469,6,700,4,3000,1,4023.766844192607
7470,6,800,0,0,1,4230.500542286662
7471,6,800,1,100,1,4068.8105715722722
7472,6,800,1,200,1,4033.704900294565
7473,6,800,1,300,1,4008.650112364685
7474,6,800,1,400,1,3990.972345081719
7475,6,800,1,500,1,3978.8327668893335
7476,6,800,1,600,1,3970.92806638384
7477,6,800,1,700,1,3966.3109131535225
7478,6,800,1,800,1,3964.277876936504
7479,6,800,1,900,1,3964.297008398606
7480,6,800,1,1000,1,3965.959642332208
7481,6,800,1,1500,1,3989.8301226515055
7482,6,800,1,2000,1,4026.61070862768
7483,6,800,1,2500,1,4067.8414156655463
7484,6,800,1,3000,1,4110.048395594278
7485,6,800,2,100,1,4012.5605715722722
7486,6,800,2,200,1,3977.454900294565
7487,6,800,2,300,1,3952.400112364685
7488,6,800,2,400,1,3934.722345081719
7489,6,800,2,500,1,3922.5827668893335
7490,6,800,2,600,1,3914.67806638384
7491,6,800,2,700,1,3910.0609131535225
7492,6,800,2,800,1,3908.027876936504
7493,6,800,2,900,1,3908.047008398606
7494,6,800,2,1000,1,3909.709642332208
7495,6,800,2,1500,1,3933.5801226515055
7496,6,800,2,2000,1,3970.36070862768
7497,6,800,2,2500,1,4011.5914156655463
7498,6,800,2,3000,1,4053.7983955942786
7499,6,800,3,100,1,3993.8105715722722
7500,6,800,3,200,1,3958.704900294565
7501,6,800,3,300,1,3933.650112364685
7502,6,800,3,400,1,3915.972345081719
7503,6,800,3,500,1,3903.8327668893335
7504,6,800,3,600,1,3895.92806638384
7505,6,800,3,700,1,3891.3109131535225
7506,6,800,3,800,1,3889.277876936504
7507,6,800,3,900,1,3889.297008398606
7508,6,800,3,1000,1,3890.959642332208
